FIPS,State,County,POP_2009,Per_Cap_2009,Personal_income_2009
1001, AL,Autauga,54135,32602,1764926
1003, AL,Baldwin,179406,34768,6237544
1005, AL,Barbour,27657,26461,731828
1007, AL,Bibb,22941,23803,546064
1009, AL,Blount,57341,27417,1572126
1011, AL,Bullock,10987,23585,259125
1013, AL,Butler,20867,27381,571366
1015, AL,Calhoun,118363,30098,3562463
1017, AL,Chambers,34384,26060,896035
1019, AL,Cherokee,25854,27196,703113
1021, AL,Chilton,43484,27141,1180206
1023, AL,Choctaw,13976,24777,346289
1025, AL,Clarke,26038,27138,706631
1027, AL,Clay,14006,28273,395993
1029, AL,Cleburne,14918,26439,394412
1031, AL,Coffee,49440,34080,1684902
1033, AL,Colbert,54426,30692,1670453
1035, AL,Conecuh,13274,25260,335301
1037, AL,Coosa,11410,25951,296096
1039, AL,Covington,37648,28216,1062272
1041, AL,Crenshaw,14024,28155,394843
1043, AL,Cullman,80351,29969,2408006
1045, AL,Dale,49854,32185,1604558
1047, AL,Dallas,43759,27173,1189044
1049, AL,DeKalb,70864,26017,1843669
1051, AL,Elmore,78632,33138,2605696
1053, AL,Escambia,38249,25364,970142
1055, AL,Etowah,104239,29241,3048029
1057, AL,Fayette,17310,25255,437167
1059, AL,Franklin,31589,27194,859037
1061, AL,Geneva,26653,28399,756912
1063, AL,Greene,9182,27867,255876
1065, AL,Hale,16025,29367,470613
1067, AL,Henry,17243,30370,523673
1069, AL,Houston,100500,33950,3412009
1071, AL,Jackson,53461,28798,1539548
1073, AL,Jefferson,658441,40596,26730283
1075, AL,Lamar,14689,25172,369746
1077, AL,Lauderdale,92526,29784,2755789
1079, AL,Lawrence,34315,27288,936378
1081, AL,Lee,138566,28329,3925474
1083, AL,Limestone,81326,32620,2652881
1085, AL,Lowndes,11486,29697,341104
1087, AL,Macon,21190,25245,534952
1089, AL,Madison,330856,40383,13360798
1091, AL,Marengo,21170,29198,618125
1093, AL,Marion,30646,24976,765417
1095, AL,Marshall,92213,29051,2678900
1097, AL,Mobile,411994,30530,12578067
1099, AL,Monroe,23218,26529,615952
1101, AL,Montgomery,227607,35169,8004804
1103, AL,Morgan,118954,31444,3740383
1105, AL,Perry,10690,25231,269715
1107, AL,Pickens,19814,28541,565504
1109, AL,Pike,32560,30177,982556
1111, AL,Randolph,22864,27597,630984
1113, AL,Russell,52162,26317,1372748
1115, AL,St. Clair,83009,29382,2439002
1117, AL,Shelby,192708,41199,7939372
1119, AL,Sumter,13746,25267,347314
1121, AL,Talladega,82674,26596,2198831
1123, AL,Tallapoosa,41831,31054,1299013
1125, AL,Tuscaloosa,192792,31322,6038710
1127, AL,Walker,67347,31480,2120099
1129, AL,Washington,17493,28963,506654
1131, AL,Wilcox,11870,24170,286894
1133, AL,Winston,24691,27190,671350
2010, AK*,Aleutian Islands Census Area,(NA),(NA),(NA)
2013, AK*,Aleutians East Borough,3084,35135,108356
2016, AK*,Aleutians West Census Area,5537,38972,215787
2020, AK,Anchorage Municipality,287677,53620,15425134
2050, AK*,Bethel Census Area,16860,31805,536227
2060, AK,Bristol Bay Borough,976,55746,54408
2068, AK*,Denali Borough,1817,54088,98277
2070, AK*,Dillingham Census Area,4776,39763,189910
2090, AK,Fairbanks North Star Borough,95238,44519,4239936
2100, AK,Haines Borough,2486,37115,92267
2105, AK*,Hoonah-Angoon Census Area,2144,36576,78418
2110, AK,Juneau City and Borough,30857,51570,1591288
2122, AK,Kenai Peninsula Borough,54796,42112,2307583
2130, AK*,Ketchikan Gateway Borough,13294,52668,700170
2150, AK,Kodiak Island Borough,13505,45339,612302
2158, AK*,Kusilvak Census Area,7469,23737,177295
2164, AK*,Lake and Peninsula Borough,1612,38988,62848
2170, AK,Matanuska-Susitna Borough,86885,39784,3456651
2180, AK*,Nome Census Area,9313,37170,346166
2185, AK,North Slope Borough,9105,30248,275405
2188, AK,Northwest Arctic Borough,7467,36970,276054
2195, AK*,Petersburg Borough,3775,46633,176038
2198, AK*,Prince of Wales-Hyder Census Area,5465,31289,170996
2201, AK*,Prince of Wales-Outer Ketchikan Census Area,(NA),(NA),(NA)
2220, AK,Sitka City and Borough,8844,47835,423051
2230, AK*,Skagway Municipality,975,69317,67584
2231, AK*,Skagway-Yakutat-Angoon Census Area,(NA),(NA),(NA)
2232, AK*,Skagway-Hoonah-Angoon Census Area,(NA),(NA),(NA)
2240, AK*,Southeast Fairbanks Census Area,6955,37113,258118
2261, AK*,Valdez-Cordova Census Area,9492,48903,464188
2275, AK*,Wrangell City and Borough,2331,34009,79276
2280, AK*,Wrangell-Petersburg Census Area,(NA),(NA),(NA)
2282, AK*,Yakutat City and Borough,665,44595,29656
2290, AK*,Yukon-Koyukuk Census Area,5495,39744,218394
2901, AK*,Aleutian Islands Division,(NA),(NA),(NA)
2903, AK*,Angoon Division,(NA),(NA),(NA)
2904, AK*,Barrow-North Slope Division,(NA),(NA),(NA)
2905, AK*,Bethel Division,(NA),(NA),(NA)
2907, AK*,Bristol Bay Division,(NA),(NA),(NA)
2908, AK*,Cordova-McCarthy Division,(NA),(NA),(NA)
2910, AK*,Haines Division,(NA),(NA),(NA)
2912, AK*,Kenai-Cook Inlet Division,(NA),(NA),(NA)
2916, AK*,Kuskokwim Division,(NA),(NA),(NA)
2919, AK*,Outer Ketchikan Division,(NA),(NA),(NA)
2920, AK*,Prince of Wales Division,(NA),(NA),(NA)
2921, AK*,Seward Division,(NA),(NA),(NA)
2922, AK*,Sitka Division,(NA),(NA),(NA)
2923, AK*,Skagway-Yakutat Division,(NA),(NA),(NA)
2924, AK*,Southeast Fairbanks Division,(NA),(NA),(NA)
2925, AK*,Upper Yukon Division,(NA),(NA),(NA)
2926, AK*,Valdez-Chitina-Whittier Division,(NA),(NA),(NA)
2928, AK*,Wrangell-Petersburg Division,(NA),(NA),(NA)
2929, AK*,Yukon-Koyukuk Division,(NA),(NA),(NA)
4001, AZ,Apache,71008,26133,1855678
4003, AZ,Cochise,130081,34989,4551344
4005, AZ,Coconino,133477,33977,4535156
4007, AZ,Gila,53561,30705,1644599
4009, AZ,Graham,37525,23999,900561
4011, AZ,Greenlee,8635,29898,258170
4012, AZ*,La Paz,20514,25031,513485
4013, AZ,Maricopa,3803779,36044,137102771
4015, AZ,Mohave,199696,25894,5170970
4017, AZ,Navajo,107571,25284,2719874
4019, AZ,Pima,975580,34261,33424815
4021, AZ,Pinal,349830,24212,8469923
4023, AZ,Santa Cruz,47011,30285,1423727
4025, AZ,Yavapai,211172,29840,6301415
4027, AZ*,Yuma,193714,26770,5185741
5001, AR,Arkansas,19134,34730,664518
5003, AR,Ashley,21920,28153,617118
5005, AR,Baxter,41561,28973,1204135
5007, AR,Benton,216620,48156,10431651
5009, AR,Boone,36844,27563,1015515
5011, AR,Bradley,11538,25479,293977
5013, AR,Calhoun,5421,24974,135383
5015, AR,Carroll,27158,24507,665574
5017, AR,Chicot,11851,27779,329208
5019, AR,Clark,23100,26468,611404
5021, AR,Clay,16056,29006,465714
5023, AR,Cleburne,25870,28133,727795
5025, AR,Cleveland,8649,28006,242221
5027, AR,Columbia,24622,28277,696235
5029, AR,Conway,21257,29186,620409
5031, AR,Craighead,95482,28902,2759656
5033, AR,Crawford,61595,25921,1596632
5035, AR,Crittenden,50929,28419,1447336
5037, AR,Cross,17971,29466,529540
5039, AR,Dallas,8188,27124,222093
5041, AR,Desha,13108,31190,408835
5043, AR,Drew,18495,28692,530656
5045, AR,Faulkner,110813,30124,3338165
5047, AR,Franklin,18145,24478,444145
5049, AR,Fulton,12231,22062,269835
5051, AR,Garland,95840,31632,3031635
5053, AR,Grant,17751,29363,521228
5055, AR,Greene,41723,27102,1130789
5057, AR,Hempstead,22615,24297,549470
5059, AR,Hot Spring,32797,25124,824000
5061, AR,Howard,13741,24970,343110
5063, AR,Independence,36259,28448,1031500
5065, AR,Izard,13679,23753,324911
5067, AR,Jackson,17945,25237,452883
5069, AR,Jefferson,77759,28352,2204593
5071, AR,Johnson,25374,22199,563269
5073, AR,Lafayette,7654,26042,199328
5075, AR,Lawrence,17336,25356,439576
5077, AR,Lee,10458,23400,244721
5079, AR,Lincoln,14185,20819,295317
5081, AR,Little River,13228,27979,370103
5083, AR,Logan,22429,26698,598800
5085, AR,Lonoke,67481,31626,2134128
5087, AR,Madison,15673,23662,370856
5089, AR,Marion,16721,23759,397272
5091, AR,Miller,43284,27500,1190297
5093, AR,Mississippi,46857,27160,1272635
5095, AR,Monroe,8286,26411,218841
5097, AR,Montgomery,9490,23204,220205
5099, AR,Nevada,9058,26124,236628
5101, AR,Newton,8311,21908,182079
5103, AR,Ouachita,26024,28746,748090
5105, AR,Perry,10443,27476,286931
5107, AR,Phillips,21976,26840,589843
5109, AR,Pike,11260,25539,287574
5111, AR,Poinsett,24632,27697,682231
5113, AR,Polk,20583,23396,481560
5115, AR,Pope,61302,27540,1688268
5117, AR,Prairie,8754,29353,256960
5119, AR,Pulaski,380053,41185,15652531
5121, AR,Randolph,17964,25590,459705
5123, AR,St. Francis,28336,22678,642600
5125, AR,Saline,105362,32678,3442978
5127, AR,Scott,11097,21666,240431
5129, AR,Searcy,8190,24329,199257
5131, AR,Sebastian,125116,32463,4061592
5133, AR,Sevier,16812,22590,379775
5135, AR,Sharp,17373,25958,450975
5137, AR,Stone,12340,23777,293410
5139, AR,Union,41944,36829,1544745
5141, AR,Van Buren,17293,23766,410984
5143, AR,Washington,199774,27904,5574438
5145, AR,White,76284,28427,2168525
5147, AR,Woodruff,7294,26848,195832
5149, AR,Yell,22145,23708,525008
6001, CA,Alameda,1498539,46386,69511543
6003, CA,Alpine,1197,39668,47483
6005, CA,Amador,38238,33487,1280473
6007, CA,Butte,219777,32296,7097992
6009, CA,Calaveras,45900,36522,1676355
6011, CA,Colusa,21250,41974,891952
6013, CA,Contra Costa,1037890,54382,56442667
6015, CA,Del Norte,28599,26182,748784
6017, CA,El Dorado,180455,47016,8484305
6019, CA,Fresno,921478,30823,28403105
6021, CA,Glenn,28100,31374,881612
6023, CA,Humboldt,133744,33349,4460178
6025, CA,Imperial,172008,27966,4810355
6027, CA,Inyo,18544,41808,775294
6029, CA,Kern,830137,29054,24119047
6031, CA,Kings,152278,24772,3772304
6033, CA,Lake,64413,29667,1910927
6035, CA,Lassen,35160,26516,932319
6037, CA,Los Angeles,9787400,42043,411495352
6039, CA,Madera,149234,26041,3886227
6041, CA,Marin,250862,82955,20810155
6043, CA,Mariposa,18212,35181,640710
6045, CA,Mendocino,87722,35506,3114697
6047, CA,Merced,252302,27461,6928353
6049, CA,Modoc,9646,34997,337583
6051, CA,Mono,14008,39155,548481
6053, CA,Monterey,410263,40953,16801573
6055, CA,Napa,135280,46552,6297608
6057, CA,Nevada,98591,44062,4344094
6059, CA,Orange,2987177,47181,140937698
6061, CA,Placer,343810,46439,15966092
6063, CA,Plumas,20169,37556,757461
6065, CA,Riverside,2146725,30446,65359484
6067, CA,Sacramento,1408601,38213,53826177
6069, CA,San Benito,54436,36278,1974840
6071, CA,San Bernardino,2013960,29042,58489655
6073, CA,San Diego,3061203,43269,132455514
6075, CA,San Francisco,801922,73167,58673898
6077, CA,San Joaquin,677736,32180,21809859
6079, CA,San Luis Obispo,268145,39316,10542423
6081, CA,San Mateo,713617,72337,51620897
6083, CA,Santa Barbara,420356,44587,18742240
6085, CA,Santa Clara,1765137,57470,101442813
6087, CA,Santa Cruz,260009,45801,11908765
6089, CA,Shasta,177279,33144,5875681
6091, CA,Sierra,3248,29703,96476
6093, CA,Siskiyou,44788,31119,1393778
6095, CA,Solano,410290,37441,15361500
6097, CA,Sonoma,479479,42089,20180966
6099, CA,Stanislaus,511536,30939,15826173
6101, CA,Sutter,94366,34958,3298819
6103, CA,Tehama,62891,27835,1750541
6105, CA,Trinity,13762,27152,373659
6107, CA,Tulare,436987,27933,12206416
6109, CA,Tuolumne,55845,32322,1805002
6111, CA,Ventura,815130,44704,36439784
6113, CA,Yolo,199791,39324,7856637
6115, CA,Yuba,71607,31066,2224552
8001, CO*,Adams,435700,30559,13314446
8003, CO,Alamosa,15289,29242,447088
8005, CO,Arapahoe,563161,39802,22415191
8007, CO,Archuleta,12169,30012,365214
8009, CO,Baca,3767,37445,141055
8011, CO,Bent,6425,22575,145042
8013, CO*,Boulder,293190,46875,13743425
8014, CO*,Broomfield,54789,70984,3889167
8015, CO,Chaffee,17852,30298,540875
8017, CO,Cheyenne,1843,48133,88709
8019, CO,Clear Creek,8994,44628,401382
8021, CO,Conejos,8140,24410,198694
8023, CO,Costilla,3481,25840,89948
8025, CO,Crowley,5797,17322,100416
8027, CO,Custer,4190,33578,140693
8029, CO,Delta,31156,27529,857695
8031, CO,Denver,589011,46598,27446777
8033, CO,Dolores,2057,23141,47601
8035, CO,Douglas,281386,54967,15466947
8037, CO,Eagle,52513,48084,2525035
8039, CO,Elbert,22965,41883,961837
8041, CO,El Paso,608061,37349,22710510
8043, CO,Fremont,46871,25083,1175667
8045, CO,Garfield,57089,40781,2328126
8047, CO,Gilpin,5352,36585,195801
8049, CO,Grand,14902,30238,450601
8051, CO,Gunnison,15356,34188,524991
8053, CO,Hinsdale,834,32670,27247
8055, CO,Huerfano,6824,29537,201559
8057, CO,Jackson,1408,34195,48146
8059, CO*,Jefferson,531961,43302,23034844
8061, CO,Kiowa,1378,39577,54537
8063, CO,Kit Carson,8383,30095,252283
8065, CO,Lake,7426,26854,199421
8067, CO,La Plata,51105,40786,2084376
8069, CO,Larimer,296696,36765,10908119
8071, CO,Las Animas,15775,27651,436201
8073, CO,Lincoln,5423,27802,150770
8075, CO,Logan,22451,34242,768768
8077, CO,Mesa,147851,34513,5102848
8079, CO,Mineral,732,39928,29227
8081, CO,Moffat,13728,34030,467158
8083, CO,Montezuma,25507,30148,768984
8085, CO,Montrose,41535,29777,1236772
8087, CO,Morgan,28099,27303,767192
8089, CO,Otero,18743,28060,525923
8091, CO,Ouray,4395,42776,188001
8093, CO,Park,16098,32861,528993
8095, CO,Phillips,4359,34997,152551
8097, CO,Pitkin,17008,92329,1570329
8099, CO,Prowers,12593,30394,382747
8101, CO,Pueblo,157846,28655,4523146
8103, CO,Rio Blanco,6779,36644,248413
8105, CO,Rio Grande,11872,31815,377709
8107, CO,Routt,23688,48914,1158664
8109, CO,Saguache,6134,25895,158842
8111, CO,San Juan,657,39871,26195
8113, CO,San Miguel,7379,50536,372906
8115, CO,Sedgwick,2392,36215,86626
8117, CO,Summit,27678,41320,1143647
8119, CO,Teller,22937,38417,881178
8121, CO,Washington,4800,32144,154293
8123, CO*,Weld,248193,32285,8012808
8125, CO,Yuma,10022,33737,338112
9001, CT,Fairfield,910421,100243,91263386
9003, CT,Hartford,891667,49991,44575747
9005, CT,Litchfield,190015,48875,9286894
9007, CT,Middlesex,165607,52163,8638515
9009, CT,New Haven,860025,44032,37868218
9011, CT,New London,273630,45785,12528226
9013, CT,Tolland,152330,44332,6753025
9015, CT,Windham,118112,36579,4320453
10001, DE,Kent,160081,34194,5473732
10003, DE,New Castle,536898,45008,24164934
10005, DE,Sussex,194751,36997,7205300
11001, DC,District of Columbia,592228,59998,35532577
12001, FL,Alachua,246657,34172,8428783
12003, FL,Baker,27124,24649,668568
12005, FL,Bay,167464,35528,5949655
12007, FL,Bradford,28979,22887,663233
12009, FL,Brevard,542109,35847,19433219
12011, FL,Broward,1733310,38658,67005742
12013, FL,Calhoun,14692,21488,315699
12015, FL,Charlotte,159629,31854,5084781
12017, FL,Citrus,141381,29826,4216789
12019, FL,Clay,189101,33441,6323779
12021, FL,Collier,318485,59183,18848906
12023, FL,Columbia,67412,26702,1800042
12027, FL,DeSoto,34592,20343,703689
12029, FL,Dixie,16403,20526,336688
12031, FL,Duval,859795,35508,30529476
12033, FL,Escambia,297015,33307,9892745
12035, FL,Flagler,94700,32376,3066025
12037, FL,Franklin,11515,27817,320310
12039, FL,Gadsden,46264,27606,1277167
12041, FL,Gilchrist,16829,24452,411502
12043, FL,Glades,12839,18427,236585
12045, FL,Gulf,15933,24666,392999
12047, FL,Hamilton,14930,20132,300565
12049, FL,Hardee,27661,21533,595617
12051, FL,Hendry,39010,24075,939174
12053, FL,Hernando,171950,29461,5065882
12055, FL,Highlands,98956,27685,2739567
12057, FL,Hillsborough,1214050,37559,45598865
12059, FL,Holmes,20147,23372,470884
12061, FL,Indian River,137016,53093,7274566
12063, FL,Jackson,50064,26791,1341278
12065, FL,Jefferson,14704,31797,467546
12067, FL,Lafayette,8435,18526,156269
12069, FL,Lake,295511,31883,9421651
12071, FL,Lee,612297,40476,24783205
12073, FL,Leon,273263,34718,9487013
12075, FL,Levy,40880,26368,1077934
12077, FL,Liberty,8347,22496,187772
12079, FL,Madison,19329,23357,451466
12081, FL,Manatee,320711,35666,11438492
12083, FL,Marion,330880,29399,9727400
12085, FL,Martin,145506,53981,7854500
12086, FL,Miami-Dade,2463943,35398,87217759
12087, FL,Monroe,72627,59684,4334647
12089, FL,Nassau,72671,41821,3039141
12091, FL,Okaloosa,181153,39425,7142003
12093, FL,Okeechobee,39899,24045,959372
12095, FL,Orange,1131351,32578,36857219
12097, FL,Osceola,265267,25086,6654417
12099, FL,Palm Beach,1307371,54049,70662088
12101, FL,Pasco,462607,30933,14309671
12103, FL,Pinellas,915330,39893,36515550
12105, FL,Polk,598683,29010,17367517
12107, FL,Putnam,74546,25319,1887417
12109, FL,St. Johns,186281,50105,9333582
12111, FL,St. Lucie,274344,30450,8353818
12113, FL,Santa Rosa,149544,35505,5309522
12115, FL,Sarasota,377262,45450,17146516
12117, FL,Seminole,419788,36100,15154375
12119, FL,Sumter,90643,28348,2569531
12121, FL,Suwannee,41263,26174,1080038
12123, FL,Taylor,22482,25483,572920
12125, FL,Union,15340,16088,246785
12127, FL,Volusia,494688,32115,15887027
12129, FL,Wakulla,30459,28213,859341
12131, FL,Walton,54534,36910,2012866
12133, FL,Washington,24693,24160,596574
13001, GA,Appling,18144,24562,445658
13003, GA,Atkinson,8386,22132,185598
13005, GA,Bacon,11134,23426,260829
13007, GA,Baker,3560,27230,96940
13009, GA,Baldwin,47087,25325,1192458
13011, GA,Banks,18208,26447,481554
13013, GA,Barrow,68548,26872,1842008
13015, GA,Bartow,99807,28155,2810062
13017, GA,Ben Hill,17581,23883,419885
13019, GA,Berrien,19067,25353,483407
13021, GA,Bibb,155154,33205,5151925
13023, GA,Bleckley,13034,28134,366695
13025, GA,Brantley,18129,21732,393974
13027, GA,Brooks,16375,28099,460120
13029, GA,Bryan,29987,40812,1223817
13031, GA,Bulloch,68598,25540,1752022
13033, GA,Burke,23117,26509,612809
13035, GA,Butts,23682,25304,599240
13037, GA,Calhoun,6670,21490,143336
13039, GA,Camden,50024,28351,1418241
13043, GA,Candler,10880,24838,270240
13045, GA,Carroll,110433,28908,3192421
13047, GA,Catoosa,63874,27234,1739527
13049, GA,Charlton,12665,20825,263747
13051, GA,Chatham,262122,36851,9659479
13053, GA,Chattahoochee,11955,27658,330652
13055, GA,Chattooga,25894,24036,622386
13057, GA,Cherokee,212232,36012,7642954
13059, GA,Clarke,116843,24859,2904622
13061, GA,Clay,3201,25938,83028
13063, GA,Clayton,260067,24143,6278681
13065, GA,Clinch,6799,23790,161751
13067, GA,Cobb,684776,41040,28103111
13069, GA,Coffee,42089,24235,1020031
13071, GA,Colquitt,45152,26787,1209486
13073, GA,Columbia,121050,39372,4765986
13075, GA,Cook,17114,25157,430531
13077, GA,Coweta,125501,34802,4367687
13079, GA,Crawford,12711,26210,333156
13081, GA,Crisp,23378,23126,540650
13083, GA,Dade,16657,25037,417035
13085, GA,Dawson,22325,31043,693046
13087, GA,Decatur,28058,29142,817661
13089, GA,DeKalb,690658,36417,25152035
13091, GA,Dodge,21659,24293,526156
13093, GA,Dooly,14769,20291,299671
13095, GA,Dougherty,94688,28553,2703657
13097, GA,Douglas,131292,29001,3807632
13099, GA,Early,11101,29473,327179
13101, GA,Echols,4012,20705,83070
13103, GA,Effingham,51908,32256,1674322
13105, GA,Elbert,20335,27272,554586
13107, GA,Emanuel,22456,25179,565413
13109, GA,Evans,11016,26577,292772
13111, GA,Fannin,23661,25454,602272
13113, GA,Fayette,105493,44721,4717723
13115, GA,Floyd,96383,29714,2863882
13117, GA,Forsyth,171993,45267,7785681
13119, GA,Franklin,22152,27177,602019
13121, GA,Fulton,905511,62189,56313098
13123, GA,Gilmer,28174,25482,717927
13125, GA,Glascock,3066,23831,73067
13127, GA,Glynn,78946,35136,2773877
13129, GA,Gordon,54945,26562,1459435
13131, GA,Grady,24893,27487,684225
13133, GA,Greene,15934,36565,582631
13135, GA,Gwinnett,796276,31861,25369809
13137, GA,Habersham,42947,25822,1108988
13139, GA,Hall,178503,30314,5411101
13141, GA,Hancock,9508,21572,205108
13143, GA,Haralson,28774,26713,768654
13145, GA,Harris,31494,36080,1136292
13147, GA,Hart,25108,26753,671721
13149, GA,Heard,11765,23678,278577
13151, GA,Henry,199622,30580,6104516
13153, GA,Houston,137416,35061,4817909
13155, GA,Irwin,9536,26007,248007
13157, GA,Jackson,60052,28449,1708445
13159, GA,Jasper,13842,28021,387870
13161, GA,Jeff Davis,14892,23419,348754
13163, GA,Jefferson,17067,26074,444999
13165, GA,Jenkins,8339,24504,204336
13167, GA,Johnson,9990,20010,199903
13169, GA,Jones,28710,29072,834661
13171, GA,Lamar,18233,26049,474957
13173, GA,Lanier,9810,19867,194898
13175, GA,Laurens,48601,29014,1410117
13177, GA,Lee,28326,34954,990121
13179, GA,Liberty,67061,26950,1807290
13181, GA,Lincoln,8073,27149,219173
13183, GA,Long,13787,21133,291356
13185, GA,Lowndes,107583,29256,3147397
13187, GA,Lumpkin,29723,26800,796576
13189, GA,McDuffie,21836,27594,602535
13191, GA,McIntosh,14268,22092,315207
13193, GA,Macon,14842,21002,311709
13195, GA,Madison,28008,27323,765260
13197, GA,Marion,8561,20894,178872
13199, GA,Meriwether,22446,26282,589933
13201, GA,Miller,6131,30270,185586
13205, GA,Mitchell,23592,26206,618258
13207, GA,Monroe,26233,33018,866162
13209, GA,Montgomery,9136,24226,221327
13211, GA,Morgan,17921,35140,629736
13213, GA,Murray,39888,22372,892394
13215, GA,Muscogee,188796,33582,6340137
13217, GA,Newton,99494,26483,2634855
13219, GA,Oconee,32386,44582,1443844
13221, GA,Oglethorpe,14784,27665,409003
13223, GA,Paulding,140761,28457,4005627
13225, GA,Peach,27474,28340,778623
13227, GA,Pickens,29542,34036,1005493
13229, GA,Pierce,18564,28024,520239
13231, GA,Pike,17721,29096,515608
13233, GA,Polk,41386,25504,1055515
13235, GA,Pulaski,11903,22165,263835
13237, GA,Putnam,21179,30095,637376
13239, GA,Quitman,2497,22929,57254
13241, GA,Rabun,16295,28821,469637
13243, GA,Randolph,7736,25104,194202
13245, GA,Richmond,198489,29871,5929070
13247, GA,Rockdale,84625,29442,2491538
13249, GA,Schley,4954,24271,120237
13251, GA,Screven,14905,23557,351121
13253, GA,Seminole,8760,29916,262061
13255, GA,Spalding,64135,26655,1709489
13257, GA,Stephens,26069,27280,711173
13259, GA,Stewart,5968,18566,110801
13261, GA,Sumter,32724,27014,884007
13263, GA,Talbot,6873,25204,173229
13265, GA,Taliaferro,1774,21821,38711
13267, GA,Tattnall,25068,24925,624818
13269, GA,Taylor,8854,23055,204128
13271, GA,Telfair,16200,17037,275992
13273, GA,Terrell,9596,30222,290010
13275, GA,Thomas,44689,32160,1437186
13277, GA,Tift,39748,28555,1135012
13279, GA,Toombs,27079,28515,772160
13281, GA,Towns,10444,27810,290449
13283, GA,Treutlen,6906,23592,162929
13285, GA,Troup,66422,29074,1931125
13287, GA,Turner,8900,26003,231430
13289, GA,Twiggs,9257,26186,242400
13291, GA,Union,21338,28595,610153
13293, GA,Upson,27360,26715,730925
13295, GA,Walker,68612,24778,1700092
13297, GA,Walton,83353,29320,2443935
13299, GA,Ware,35985,26422,950789
13301, GA,Warren,5914,25765,152375
13303, GA,Washington,21240,24831,527411
13305, GA,Wayne,30016,27113,813837
13307, GA,Webster,2772,21139,58596
13309, GA,Wheeler,7150,14552,104044
13311, GA,White,26949,26010,700939
13313, GA,Whitfield,101009,26462,2672921
13315, GA,Wilcox,9156,21431,196222
13317, GA,Wilkes,10571,25623,270866
13319, GA,Wilkinson,9652,25314,244327
13321, GA,Worth,21799,27029,589205
15001, HI,Hawaii,183629,30908,5675624
15003, HI,Honolulu,943177,45061,42500078
15007, HI,Kauai,66518,35015,2329132
15901, HI,Maui + Kalawao,153393,34864,5347939
16001, ID,Ada,388577,38148,14823462
16003, ID,Adams,4000,27487,109948
16005, ID,Bannock,81994,28551,2341018
16007, ID,Bear Lake,6014,28161,169363
16009, ID,Benewah,9286,26411,245256
16011, ID,Bingham,45087,28605,1289723
16013, ID,Blaine,21590,65517,1414512
16015, ID,Boise,7051,29680,209275
16017, ID,Bonner,40809,29446,1201650
16019, ID,Bonneville,103016,34440,3547834
16021, ID,Boundary,10819,25619,277175
16023, ID,Butte,2835,30367,86091
16025, ID,Camas,1133,29516,33442
16027, ID,Canyon,187357,24421,4575485
16029, ID,Caribou,6922,33084,229008
16031, ID,Cassia,22476,29596,665206
16033, ID,Clark,961,22461,21585
16035, ID,Clearwater,8761,28738,251774
16037, ID,Custer,4363,34611,151006
16039, ID,Elmore,26769,27746,742745
16041, ID,Franklin,12757,24394,311194
16043, ID,Fremont (includes Yellowstone Park),13173,26575,350067
16045, ID,Gem,16809,27021,454194
16047, ID,Gooding,15270,27715,423203
16049, ID,Idaho,16138,25672,414302
16051, ID,Jefferson,25770,27479,708127
16053, ID,Jerome,22039,25822,569098
16055, ID,Kootenai,137407,31490,4326988
16057, ID,Latah,36939,31213,1152967
16059, ID,Lemhi,7870,28578,224911
16061, ID,Lewis,3832,38189,146340
16063, ID,Lincoln,5151,26045,134157
16065, ID,Madison,37121,18497,686643
16067, ID,Minidoka,19884,29118,578984
16069, ID,Nez Perce,39049,33600,1312057
16071, ID,Oneida,4248,27903,118530
16073, ID,Owyhee,11547,19162,221264
16075, ID,Payette,22665,28323,641949
16077, ID,Power,7628,30437,232176
16079, ID,Shoshone,12862,28129,361791
16081, ID,Teton,10041,25484,255887
16083, ID,Twin Falls,76271,29135,2222193
16085, ID,Valley,9975,33955,338701
16087, ID,Washington,10173,28966,294668
17001, IL,Adams,67039,35081,2351782
17003, IL,Alexander,8295,25303,209887
17005, IL,Bond,17747,28634,508164
17007, IL,Boone,54154,34046,1843708
17009, IL,Brown,6963,22958,159859
17011, IL,Bureau,35058,33349,1169155
17013, IL,Calhoun,5082,33122,168326
17015, IL,Carroll,15476,34604,535536
17017, IL,Cass,13623,31792,433106
17019, IL,Champaign,199968,36298,7258496
17021, IL,Christian,34808,32939,1146557
17023, IL,Clark,16431,31867,523602
17025, IL,Clay,13826,30788,425678
17027, IL,Clinton,37459,34962,1309636
17029, IL,Coles,53612,30147,1616231
17031, IL,Cook,5181728,43289,224311065
17033, IL,Crawford,19845,36372,721802
17035, IL,Cumberland,11044,31232,344921
17037, IL,DeKalb,105146,30492,3206112
17039, IL,De Witt,16538,36123,597405
17041, IL,Douglas,19949,37306,744214
17043, IL,DuPage,912732,51837,47313738
17045, IL,Edgar,18668,32029,597918
17047, IL,Edwards,6675,29715,198346
17049, IL,Effingham,34275,35851,1228782
17051, IL,Fayette,22089,26529,586010
17053, IL,Ford,14084,39935,562439
17055, IL,Franklin,39482,28994,1144741
17057, IL,Fulton,37090,30618,1135604
17059, IL,Gallatin,5631,31287,176175
17061, IL,Greene,13926,29494,410728
17063, IL,Grundy,49702,41685,2071814
17065, IL,Hamilton,8448,30728,259588
17067, IL,Hancock,19080,33518,639526
17069, IL,Hardin,4344,27016,117356
17071, IL,Henderson,7340,31732,232915
17073, IL,Henry,50536,35106,1774130
